branch_id,tag,policy,jerk,adoption,event,trigger,subclass,e,e_propagation,e_update,margin_propagated,margin_updated,innovation_identity_error,v_trigger,a_trigger,d_previous,d_after,crossed15,response,override_flag,post_adoption_override_flag,post_adoption_realized_jerk,realized_jerk,actual_exceedance
182f0c763eaa,v6_formal_v22,constant,3.0,14,16,15,highspeed_update,-3.119888256134118,0.31221490721529577,-3.4321031633494137,2.0258597577865203,-0.62604525992748,0.0,20.474502964501475,-2.497719257720746,90.70152733496019,77.03217268936004,False,16,0,0,1.9851585882701954,1.9851585882701954,False
1909728ec7d6,v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,8,32,31,highspeed_update,-1.8319686508461306,-0.052267728265638524,-1.779700922580492,0.38689591221667285,-1.170277441002538,0.0,5.263147602197034,0.418141826126619,19.837890926885688,15.42661620320668,False,32,0,0,0.836283652253238,0.836283652253238,False
19d7ede23ce9,v6_formal_v22,constant,4.0,16,26,25,freeze_crossing,-5.414112676973659,0.16869345310956207,-5.58280613008322,2.8932082487068973,-1.7087875267207133,8.881784197001252e-16,5.432995532288898,-1.3495476248782623,18.63429037406734,10.33498647783967,True,26,1,1,4.300904750243475,4.300904750243475,True
1d9ac33d8def,v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,16,40,39,creep,-0.026074879302291798,-0.026074879302292006,2.0816681711721685e-16,0.008161956387588438,-0.014001691019359101,4.891920202254596e-16,0.16097584343465463,0.20859903441869027,7.170184709763568,7.089696788046241,False,40,0,0,0.8542204097021433,0.8542204097021433,False
1ed854a27380,v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,15,16,15,adoption_step,-3.123486768587142,0.2942223449501604,-3.4177091135373026,1.5851188443725306,-1.0698449089265267,1.3322676295501878e-14,20.546473213562017,-2.3537787595996633,90.70152733496019,77.01058161464188,False,16,0,0,2.2924424808006734,2.2924424808006734,False
1fb448dbd8df,v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,19,27,26,freeze_crossing,-5.462642638293843,0.1875000000002025,-5.650142638294046,3.229600821606141,-1.4136454209436256,0.0,5.11719145390412,-1.5,19.325963965143227,11.117225599897122,True,27,1,1,3.6034865912637812,3.6034865912637812,True
216cec629308,v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,13,30,29,freeze_crossing,-3.6277714425716887,0.1999277701650608,-3.8276992127367495,2.523333829679048,-0.5602718965068867,4.440892098500626e-16,5.7373785202484,-1.5994221613206125,19.96765187631666,13.271263403455709,True,30,0,0,1.444064375389928,1.444064375389928,False
29fe54a0ad7c,v6_formal_v22,constant,2.0,10,41,40,creep,-0.005605193133686015,-0.005605193133685835,-1.8041124150158794e-16,0.004755810737395817,-8.603426237117906e-06,1.7780915628762273e-16,0.07462119591112745,0.04484154506770109,7.118071416251499,7.080760818295935,False,41,0,0,0.24055079521654518,0.24055079521654518,False
2a0a5f6bfa79,v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,18,28,27,freeze_crossing,-2.1437662332957963,-0.014512981983402007,-2.1292532513123943,1.3235604937921401,-0.49864080450928583,8.881784197001252e-16,5.541455613643764,0.11610385586819305,19.101070712934902,14.201089654800626,True,28,0,0,2.399072128323457,2.399072128323457,False
2a60ebc03655,v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,13,31,30,freeze_crossing,-4.258994590277291,0.10861722146734953,-4.367611811744641,1.911079520903459,-1.709065880832239,4.440892098500626e-16,5.218007284834909,-0.8689377717374871,17.73631373513355,10.759698280971454,True,31,1,1,5.262124456525026,5.262124456525026,True
2c2344c89b18,v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,2.0,16,26,25,freeze_crossing,-3.6521341449758093,0.16906655256984582,-3.821200697545655,1.5293611572041996,-1.574952866025237,1.3322676295501878e-15,5.2223757240134585,-1.3525324205569689,17.754199295201918,11.321810735649533,True,26,1,1,3.8575446563728697,3.8575446563728697,True
2e26116efd05,v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,8,39,38,creep,-0.015728395104588344,-0.01572839510458819,-1.5265566588595902e-16,0.009510058433707412,-0.0038590774051926804,0.0,0.15825756870663069,0.12582716083611017,7.179958566437392,7.100829782084077,False,39,0,0,0.6046437137570086,0.6046437137570086,False
356176a93ee0,v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,10,39,38,creep,-0.019479032899295312,-0.019479032899295534,2.220446049250313e-16,0.009202798551328661,-0.007354379413071599,7.528699885739343e-16,0.16166204586735455,0.15583226319366994,7.1785500018204615,7.0977189788867845,False,39,0,0,0.698640073296874,0.698640073296874,False
3cd06d79793a,v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,20,29,28,freeze_crossing,-4.1265335750234335,0.042634608102821936,-4.1691681831262555,0.5525698998320712,-2.954983638937848,4.440892098500626e-16,5.250407414198479,-0.3410768648219342,18.158155292844565,11.36378340261907,True,29,1,1,5.899107584627533,5.899107584627533,True
3cf6279a3660,v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,17,30,29,freeze_crossing,-6.741665134947576,0.1548835469916967,-6.896548681939272,2.7170727442687337,-3.013342620436706,0.0,5.613494190078998,-1.2390683759335452,19.416202753745104,9.712906976766332,True,30,1,1,4.5218632481329095,4.5218632481329095,True
433870f5d94a,v6_formal_v22,constant,2.0,19,28,27,highspeed_update,-2.2446561118971218,-0.04250895214874317,-2.2021471597483786,1.7615851435932939,-0.14637255151925999,4.440892098500626e-16,7.576964895594968,0.3400716171890803,29.572704717285617,23.582075109739755,False,28,0,0,0.6801432343781606,0.6801432343781606,False
